Format Version,1.21,Take Name,Take 2021-02-24 11.08.39 AM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-02-24 11.08.39 AM,Total Frames in Take,1337,Total Exported Frames,1337,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker
,,Unlabeled:104,Unlabeled:104,Unlabeled:104
,,"8392B20CF49E357068","8392B20CF49E357068","8392B20CF49E357068"
,,Position,Position,Position
Frame,Time,X,Y,Z
1174,9.783333,2.664124,0.786122,0.790404
1175,9.791667,2.664128,0.786141,0.790434
1176,9.800000,2.664123,0.786140,0.790428
1177,9.808333,2.664127,0.786143,0.790420
1178,9.816667,2.664122,0.786127,0.790411
1179,9.825000,2.664122,0.786115,0.790417
1180,9.833333,2.664128,0.786130,0.790426
1181,9.841667,2.664130,0.786128,0.790408
1182,9.850000,2.664138,0.786136,0.790428
1183,9.858333,2.664126,0.786123,0.790423
1184,9.866667,2.664132,0.786125,0.790427
1185,9.875000,2.664117,0.786111,0.790408
1186,9.883333,2.664126,0.786125,0.790424
1187,9.891667,2.664124,0.786119,0.790413
1188,9.900000,2.664106,0.786120,0.790409
1189,9.908333,2.664124,0.786133,0.790439
1190,9.916667,2.664117,0.786134,0.790413
1191,9.925000,2.664125,0.786122,0.790425
1192,9.933333,2.664126,0.786146,0.790440
1193,9.941667,2.664123,0.786134,0.790419
1194,9.950000,2.664123,0.786136,0.790423
1195,9.958333,2.664124,0.786118,0.790421
1196,9.966667,2.664124,0.786119,0.790426
1197,9.975000,2.664127,0.786109,0.790415
1198,9.983333,2.664124,0.786125,0.790413
1199,9.991667,2.664135,0.786122,0.790417
1200,10.000000,2.664133,0.786127,0.790421
1201,10.008333,2.664127,0.786130,0.790410
1202,10.016667,2.664125,0.786136,0.790420
1203,10.025000,2.664126,0.786126,0.790416
1204,10.033333,2.664124,0.786129,0.790412
1205,10.041667,2.664131,0.786122,0.790402
1206,10.050000,2.664123,0.786127,0.790417
1207,10.058333,2.664118,0.786144,0.790424
1208,10.066667,2.664120,0.786122,0.790423
1209,10.075000,2.664119,0.786129,0.790415
1210,10.083333,2.664121,0.786138,0.790414
1211,10.091667,2.664120,0.786146,0.790423
1212,10.100000,2.664130,0.786139,0.790414
1213,10.108333,2.664124,0.786150,0.790416
1214,10.116667,2.664122,0.786128,0.790418
1215,10.125000,2.664118,0.786129,0.790416
1216,10.133333,2.664121,0.786113,0.790414
1217,10.141667,2.664124,0.786130,0.790416
1218,10.150000,2.664119,0.786125,0.790421
1219,10.158333,2.664126,0.786136,0.790425
1220,10.166667,2.664124,0.786149,0.790419
1221,10.175000,2.664129,0.786152,0.790420
1222,10.183333,2.664126,0.786137,0.790408
1223,10.191667,2.664134,0.786137,0.790412
1224,10.200000,2.664119,0.786128,0.790425
1225,10.208333,2.664109,0.786153,0.790419
1226,10.216667,2.664116,0.786128,0.790407
1227,10.225000,2.664114,0.786124,0.790413
1228,10.233333,2.664116,0.786128,0.790410
1229,10.241667,2.664119,0.786138,0.790418
1230,10.250000,2.664111,0.786136,0.790424
1231,10.258333,2.664112,0.786126,0.790408
1232,10.266667,2.664124,0.786141,0.790417
1233,10.275000,2.664119,0.786127,0.790401
1234,10.283333,2.664121,0.786136,0.790422
1235,10.291667,2.664124,0.786122,0.790412
1236,10.300000,2.664128,0.786136,0.790407
1237,10.308333,2.664128,0.786133,0.790419
1238,10.316667,2.664133,0.786130,0.790409
1239,10.325000,2.664128,0.786111,0.790407
1240,10.333333,2.664117,0.786128,0.790417
1241,10.341667,2.664134,0.786144,0.790406
1242,10.350000,2.664124,0.786121,0.790404
1243,10.358333,2.664115,0.786119,0.790399
1244,10.366667,2.664124,0.786135,0.790408
1245,10.375000,2.664128,0.786109,0.790396
1246,10.383333,2.664131,0.786138,0.790414
1247,10.391667,2.664116,0.786117,0.790410
1248,10.400000,2.664119,0.786130,0.790406
1249,10.408333,2.664119,0.786122,0.790402
1250,10.416667,2.664119,0.786135,0.790413
1251,10.425000,2.664124,0.786132,0.790416
1252,10.433333,2.664126,0.786113,0.790405
1253,10.441667,2.664118,0.786123,0.790400
1254,10.450000,2.664125,0.786139,0.790410
1255,10.458333,2.664124,0.786144,0.790410
1256,10.466667,2.664123,0.786138,0.790413
1257,10.475000,2.664110,0.786132,0.790404
1258,10.483333,2.664115,0.786127,0.790419
1259,10.491667,2.664121,0.786125,0.790417
1260,10.500000,2.664117,0.786125,0.790406
1261,10.508333,2.664138,0.786135,0.790411
1262,10.516667,2.664128,0.786126,0.790400
1263,10.525000,2.664128,0.786115,0.790393
1264,10.533333,2.664124,0.786129,0.790405
1265,10.541667,2.664115,0.786122,0.790417
1266,10.550000,2.664112,0.786130,0.790412
1267,10.558333,2.664118,0.786134,0.790403
1268,10.566667,2.664119,0.786127,0.790399
1269,10.575000,2.664114,0.786126,0.790410
1270,10.583333,2.664118,0.786122,0.790419
1271,10.591667,2.664116,0.786137,0.790422
1272,10.600000,2.664120,0.786153,0.790418
1273,10.608333,2.664124,0.786133,0.790410
1274,10.616667,2.664125,0.786135,0.790419
1275,10.625000,2.664123,0.786123,0.790405
1276,10.633333,2.664125,0.786126,0.790407
1277,10.641667,2.664118,0.786129,0.790421
1278,10.650000,2.664121,0.786139,0.790414
1279,10.658333,2.664125,0.786134,0.790421
1280,10.666667,2.664135,0.786151,0.790438
1281,10.675000,2.664119,0.786139,0.790407
1282,10.683333,2.664132,0.786147,0.790419
1283,10.691667,2.664113,0.786145,0.790417
1284,10.700000,2.664121,0.786135,0.790426
1285,10.708333,2.664119,0.786125,0.790418
1286,10.716667,2.664127,0.786142,0.790426
1287,10.725000,2.664125,0.786135,0.790415
1288,10.733333,2.664123,0.786132,0.790423
1289,10.741667,2.664119,0.786139,0.790409
1290,10.750000,2.664123,0.786146,0.790423
1291,10.758333,2.664117,0.786148,0.790417
1292,10.766667,2.664118,0.786132,0.790424
1293,10.775000,2.664134,0.786144,0.790429
1294,10.783333,2.664117,0.786144,0.790432
1295,10.791667,2.664116,0.786143,0.790417
1296,10.800000,2.664118,0.786142,0.790428
1297,10.808333,2.664117,0.786139,0.790425
1298,10.816667,2.663372,0.785511,0.790407
1299,10.825000,2.664126,0.786150,0.790425
1300,10.833333,2.664123,0.786138,0.790431
1301,10.841667,2.664127,0.786136,0.790422
1302,10.850000,2.664134,0.786148,0.790423
1303,10.858333,2.664137,0.786153,0.790434
1304,10.866667,2.664133,0.786136,0.790436
1305,10.875000,2.664120,0.786139,0.790421
1306,10.883333,2.664125,0.786131,0.790432
1307,10.891667,2.664135,0.786148,0.790429
1308,10.900000,2.664124,0.786141,0.790419
1309,10.908333,2.664124,0.786133,0.790417
1310,10.916667,2.664130,0.786136,0.790423
1311,10.925000,2.664116,0.786129,0.790404
1312,10.933333,2.664124,0.786137,0.790426
1313,10.941667,2.664127,0.786128,0.790419
1314,10.950000,2.664121,0.786147,0.790430
1315,10.958333,2.664127,0.786151,0.790426
1316,10.966667,2.664124,0.786120,0.790419
1317,10.975000,2.664129,0.786133,0.790425
1318,10.983333,2.664121,0.786127,0.790415
1319,10.991667,2.664111,0.786119,0.790411
1320,11.000000,2.664132,0.786143,0.790430
1321,11.008333,2.664116,0.786120,0.790420
1322,11.016667,2.664130,0.786129,0.790414
1323,11.025000,2.664132,0.786128,0.790412
1324,11.033333,2.664136,0.786148,0.790431
1325,11.041667,2.664124,0.786125,0.790412
1326,11.050000,2.664131,0.786148,0.790419
1327,11.058333,2.664127,0.786135,0.790426
1328,11.066667,2.664126,0.786123,0.790424
1329,11.075000,2.664130,0.786131,0.790421
1330,11.083333,2.664120,0.786129,0.790416
1331,11.091667,2.664125,0.786132,0.790429
1332,11.100000,2.664130,0.786123,0.790417
1333,11.108333,2.664132,0.786115,0.790415
1334,11.116667,2.664129,0.786118,0.790416
1335,11.125000,2.664123,0.786123,0.790417
1336,11.133333,2.664126,0.786115,0.790419
